ID,DescEN
jazz.00012_15s,"Medium tempo Jazz with tenor sax, piano, bass and drums. The tenor saxophone takes the lead and the piano provides backing. The bass line grooves with a sense of strength and speed, while the drums create a swinging feel with a strong four-beat approach. This music is suitable for lounges and other calm spaces."
jazz.00013_15s,"Up-tempo Jazz with piano, bass and drums. The rolling improvisation of the piano and the thrilling four beats of the bass and drums create a sense of drive. This music has a fast-paced feel and is suitable for when you want to get into the mood."
jazz.00014_15s,Slow ballad containing rubato by tenor saxophone and piano. The piano supports the progression of the melody with chords to match the slow melody played with the sensual sound of the tenor saxophone sub-tone. This music is suitable for relaxing and calm spaces.
jazz.00015_15s,"Up-tempo Jazz with tenor saxophone, piano, bass and drums. The aggressive improvisation of the tenor saxophone, the powerful backing of the piano, the four-beat running of the bass and the galloping legato of the drums create a sense of drive. This is music to get you in the mood."
jazz.00016_15s,"Slow jazz with tenor sax, piano, bass and drums. The piano complements the calm melody of the tenor saxophone, while the slow and simple two-beat bass line, brushed drums and sizzling cymbals add depth to the sound. This is music for calm spaces."
jazz.00017_15s,"Up-tempo bop-style Jazz with tenor saxophone, piano, bass and drums. A light bop unison between tenor saxophone and piano transitions into a rhythmic and aggressive verse solo by the drums. The music is uplifting and energising."
jazz.00018_15s,"Up-tempo swinging Jazz with trumpet, tenor sax, bass and drums, with a simple four-beat bass line and a fast, swinging beat with lots of cymbal legato from the drums. The ensemble is perfectly balanced by the relaxed improvised interplay between the trumpet and tenor saxophone. The music has a calm atmosphere in the midst of a fast pace."
jazz.00022_15s,"This is a medium-tempo Jazz with bossa nova infused by alto saxophone, bass and drums (with a little trumpet remaining in the second half). The alto saxophone's mellow phrases are supported by the drums in an even rhythm, while the bass plays mainly on the root note and utilises more bass notes, creating an even more bossa nova atmosphere. This music fits in a relaxed space with a steady rhythm and volume with little intonation."
jazz.00026_15s,"This is very slow Jazz, almost rubato with tenor sax, bass and drums. The drum cymbals provide an effective accent in between the sensual melodies of the tenor saxophone's subtones and the ad-libbed bass. The music has a melancholy atmosphere."
jazz.00027_15s,"Very fast tempo Jazz with tenor sax, bass and drums. The bass is running, the drums are in a fast legato, and the tenor saxophone is in a call-and-response with short phrases and tom fill-ins. The music is up-tempo and uplifting."
jazz.00033_15s,"Medium-tempo old jazz with tenor sax, piano, bass and drums. Slow improvisation by the tenor saxophone with short rhythmic backing by the piano, a simple bass line with two beats and the drums create a groove with a brushed snare. The music has a calm, nostalgic atmosphere with a near-slow, medium tempo."
jazz.00034_15s,"Up-tempo old jazz with trumpet, piano, guitar, bass and drums. The trumpet improvises a bright melody, and the bass and drums weave a simple four-beat with guitar backing and piano comps to create a further sense of speed. The music has a simple swinging tempo that gives a sense of excitement."
jazz.00036_15s,"Old swing jazz with elements of Dixieland jazz with trombone, trumpet, piano, clarinet, banjo, bass and drums. The main rhythmic elements are drums, bass with banjo backing, piano comps and short phrase backing on clarinet, with trombone improvisation in the first half and trumpet in the second half. The music has a light, cheerful mood element."
jazz.00037_15s,"Medium tempo jazz with trumpet, piano, bass and drums. The trumpet's harmonic tones are used to create a slow and rapid melody, with the piano playing in between. The bass has a relaxed four-beat and the drums are brushed to create a groove. The music has a relaxed and calm atmosphere."
jazz.00040_15s,"This is medium-tempo old jazz with female vocals. The band is a small band similar to a Dixie Jazz formation, including clarinet, trumpet and trombone. The vocal harmonies are supported by a piano and brass ensemble on a four beat with drums and bass."
jazz.00041_15s,"This is up-tempo old jazz. The clarinet takes an improvised approach to the trading of tenor saxophone and trumpet. Banjo backing and bass 4-beat running, drums support the wind instrumental improvisation with simple swings, mainly on snare."
jazz.00042_15s,"This is slow old jazz with a Dixie Jazz formation. The piano responds to the melody with fill-ins, the bass with a simple four-beat running, and the drums with brushes to create a groove."
jazz.00043_15s,"This is medium-tempo old jazz in the vein of Dixie Jazz. The flute takes the lead in the opening and middle sections, while the music is thrillingly doubled in the middle with a doppleganger. When the tempo returns in the second half, the tenor saxophone takes the lead. The rhythm is a simple four-beat, mainly supported up front by bass and drums."
jazz.00044_15s,"This is medium tempo swinging jazz with trumpet, piano, bass and drums. The piano comps the melody with harmonic tones woven by the trumpet, the bass line is a relaxed four-beat and the drums keep the groove with hi-hats."
jazz.00045_15s,"This is medium-slow swinging jazz with a Dixie Jazz-inspired combo including tenor saxophone, trombone and trumpet. The tenor saxophone takes the lead, while the trumpet and saxophone create harmonies in the background, and the piano takes a comped approach to the lead. The rhythm is supported by a relaxed two-beat bass line and brushed drum groove."
jazz.00046_15s,"This is up-tempo old jazz. A brass fill-in transitions to a guitar ad-lib. The guitar plays an aggressive solo with a warm, almost gut guitar sound. In contrast, the bass and drums support the groove with a simple four-beat."
jazz.00047_15s,"This is up-tempo swinging jazz with tenor sax, bass and drums. While the tenor improvises out of tune, the bass uses detailed improvisation and intensity in the running of the four beats, while the drums create a thrilling sense of speed with cymbal legato."
jazz.00050_15s,Medium tempo Jazz Waltz with Hammond organ and drums. A jam session battle between Hammond organ and drums is taking place. The music is enlivened by the lively and ad-libbing collision that adds a jazz swing feel to the waltz.
jazz.00051_15s,"Medium tempo old swing jazz with tenor sax, piano, bass and drums. While the tenor saxophone subtones provide a relaxed melody, the rhythm is supported up front by a simple piano quarter-note backing, a two-beat bass line and a brushed drum groove."
jazz.00052_15s,"Jazz based on slow bossa nova with trumpet, piano, bass and drums. The slow melody with muted trumpet, complementing piano, slow bass line with emphasis on chord notes and depth of sound with cymbals, toms and rim shots on the drums create Jazz with Bossa Nova elements."
jazz.00055_15s,"This is medium-slow old jazz with a combo composition. The saxophone ad-libs slowly with a warm sound, and sectional harmonies with multiple wind instruments complement the front. The laid-back bass two-beat and brushed drum swings are understated and firmly grooving."
jazz.00058_15s,"This is an up-tempo four-beat swinging jazz piece with a combo formation in the vein of Dixie Jazz. The first half features light improvisation by two clarinets in unison, before shifting to trombone improvisation in the second half. A simple bass line and drum rhythm with banjo backing bring the groove to a more light-hearted vibrancy."
jazz.00059_15s,"This is medium-slow swinging jazz with alto saxophone, piano, bass and drums. The alto saxophone's delicate, extended ad-libs, the understated piano comps and the two-beat bass line create a groove with a slow and steady pace. The drums are approached with a delicate sound with brushes that give the tempo a spacy depth."
jazz.00060_15s,"This is medium-slow swinging jazz with tenor sax, trumpet, piano, bass and drums. The dark, wet sound of the trumpet and tenor saxophone makes for a sensual ad-lib interaction. Comps with a chord-heavy piano, a simple four-beat bass groove and brushed drums provide the front."
jazz.00061_15s,"A medium-tempo jazz waltz with piano, bass and drums. As if in response to the piano's aggressive ad-libs, the drums make full use of the cymbals and move towards a mutual energetic sound. The bass carries the propulsion of the jazz into the waltz, supporting the piano and drums with a powerful sound."
jazz.00063_15s,"This is up-tempo swinging jazz with piano, alto sax, bass, drums and congas. The first half is a lively piano solo, moving into an aggressive alto saxophone solo in the second half, with a four-beat bass running and legato drum groove, with a simple conga beat added by the congas to create new colour and groove."
jazz.00064_15s,"This is an up-tempo swinging jazz piece with piano, bass and drum trio. The drums occasionally rock the four-beat running of the bass and the ad-lib playing of the piano. The timing of the running of the bass matches the unison of the piano and drums, giving a sense of unity and a strong groove."
jazz.00067_15s,Medium-tempo Jazz with female vocals. The rhythm is supported by a simple two-beat bass line and a brushed drum groove.
jazz.00068_15s,"This is medium-slow old jazz with a tenor saxophone solo as the main instrument. The sweet melody of the tenor saxophone is sensual. The core, clear sound of the saxophone is complemented by the harmonies of the multiple wind instruments. The bass line and drums, which emphasise a relaxed four-beat, support the slow-flowing melody with a simple, solid groove."
jazz.00069_15s,"This is medium-tempo old-swing jazz with a combo line-up. The first half is a tenor saxophone solo, followed by a riff with the flute, and the second half is a flute solo, with a running four-beat bass, a simple beat from the drums and the dry sound of the xylophone spicing up the lively swinging feel."
jazz.00070_15s,"This is medium tempo swing jazz with trumpet, piano, bass and drums. The bass and drums support the sweet sound of the trumpet and the melodic phrases of the piano with a simple four-beat."
jazz.00073_15s,"Up-tempo swing jazz with tenor saxophone, piano, bass and drums. The piano complements the tenor saxophone's powerful improvisation, while the four-beat bass running and cymbal legato of the drums create a fast-paced groove."
jazz.00075_15s,"This is up-tempo swinging jazz with tenor sax, piano, bass and drums. The piano complements the light improvisation of the tenor saxophone, while the four-beat groove of the bass, which makes full use of strong and weak 16th notes, and the cymbal legato of the drums create a galloping swoosh that stirs a sense of euphoria."
jazz.00077_15s,"Medium tempo swinging jazz with tenor sax, piano, bass and drums. The piano backing and drums rock the powerful phrases of the tenor saxophone with comping piano backing, a four-beat bassline groove and a cymbal push from the drums in the second half to bring dynamics and impact to the groove."
jazz.00078_15s,"Medium tempo swinging jazz with tenor sax, piano, bass and drums. The tenor saxophone ad-libs and piano voicing match the bright melody. A simple four-beat bass line with cymbal legato on the drums and a simple rhythm of hi-hat and snare on the backbeat gives the swing a sense of vibrancy and depth."
jazz.00079_15s,"Jazz with alto saxophone, trumpet, piano, vibraphone, bass and drums. The piano and vibraphone are comped in response to the slow melodic unison of alto saxophone and trumpet. The bass line creates a sense of unity of groove through call and response with the melody line, while the drums create a grand depth to the music as a whole based on rhythms that incorporate Afro-Caribbean elements."
jazz.00082_15s,"This is up-tempo swinging jazz with saxophone and trumpet, piano, bass and drums, with impressive riffs by the two winds, piano and bass, and a drum solo. The first half is exciting and exciting, and after a cool down in the middle with two hi-hat beats, the backbeat is emphasised with cymbals, making the overall approach dynamic and thrilling."
jazz.00083_15s,"This is up-tempo swing jazz with saxophone, trumpet, piano, bass and drums, with the piano call-and-response to the unison melody of the two winds, creating an exciting and powerful groove. The bass has a slow and strong propulsive 4-beat with a cymbal legato on the drums for swings, and the rhythmic groove is impressed by the locking into the melody by the two winds."
jazz.00085_15s,"Swing jazz with elements of bop in medium tempo with saxophone, trumpet, piano, bass and drums; 2-tube unison riff → piano comp → 2-tube riff → offset to push with drums, followed by a cool down to a 2-tube unison riff again. The bass line and drums are in four beats. The bassline and drums are a mixture of 4 and 2 beats."
jazz.00086_15s,"Up-tempo Jazz with soprano sax, trumpet, piano, bass and drums. The melody is played in unison by the trumpet and soprano saxophone using mutes, while in the first half the piano, bass and drums rock out with a large gap between beats to strengthen the sense of unity and impact. The second half moves to a four-beat swing with fast bass running."
jazz.00089_15s,"Slow jazz ballad with trumpet, piano, bass and drums. The trumpet improvisation with muted sounds creates a silent, lingering space and a melancholy melody. The understated, heavy piano complementing and simple two-beat bass line with a brushed drum groove and heavy beats from the trumpet and piano provide depth and deep emotion."
jazz.00093_15s,"Medium tempo Jazz based on Brazilian rhythms with a big band formation. The main melody by the saxophone section is enriched by beautifully detailed horn section harmonies. The bass section creates a light bass line with descending pitch phrases, while the drums stabilise the melody and harmony with a rhythm based on Brazilian notes, with a strong and weak bass drum on the first beat and a hi-hat on the second beat."
jazz.00094_15s,"This is medium tempo swinging jazz with alto saxophone, guitar, bass and drums. A simple two-beat bass line with a brushed drum groove adds rhythmic depth."
jazz.00095_15s,"Up-tempo swinging jazz with sax, guitar, bass and drums. A simple riff by the tenor saxophone is impressive. The guitar is comped against the saxophone, giving a light groove and a sense of speed to the melody. The strong four-beat bass running propulsion and the legato and rimshots of the drums further set off the light swinging gallop."
jazz.00099_15s,"A medium-tempo jazz waltz with alto saxophone, guitar, bass and drums. The saxophone's dry, melancholy tone ad-libs and the guitar's short comps tighten the beat. A dramatic ensemble is built up by the bass's strong and slow swinging groove and the drums' tonal fills approach."
metal.00002_15s,Royal road metal. Strong drums and aggressive bass resonate. The vocals and chorus ride on hot melodies and the guitars play intense riffs. The relentless energy and intensity gives the impression of an intense battle scene.
metal.00004_15s,"This metal product features powerful death vocals. The guitars play intense riffs and melodies, while the bass is heavy and head-banging. The double bass drums roar with swift rhythms. This music is ideal for tense battle scenes and video productions set in dark worlds."
metal.00006_15s,"This is a metal piece with powerful, growling vocals. The guitars play extended phrases in the upper register, while the bass tightens the rhythm. The drums leave an impression with their fills and accents, creating a sense of speed. It suits powerful battle scenes and dramas depicting struggle."
metal.00007_15s,"This metal piece conveys destructive power and intense emotion. Fast guitar cutting, heavy bass aggressive bass lines and intricate fill drums intertwine with each other to create a sense of power that overwhelms the listener. It suits dramatic climaxes and combative battle scenes."
metal.00008_15s,"This metal piece features vocals that seem to speak in loose pitch. The guitars play long chords, the bass keeps the beat vertical and the drums provide solid rhythmic support. The music matches the desolate, abandoned landscapes and desperate scenes."
metal.00009_15s,Death vocals echo the power of this metal piece. The guitars play solid cuts and the bass expresses power with a series of root notes. The drums make full use of double-bass and the rhythm is intense. It is reminiscent of struggle and battle scenes and images depicting a dark world.
metal.00010_15s,"Death vocals become a roaring metal piece. The guitars are heavy cutting and intense, while the bass drives the rhythm with powerful beats. The drums pound blast beats and the rhythm is intense."
metal.00015_15s,"Gallows voice roars through this metal piece. The guitars resonate with powerful riffs, while the bass tightens the rhythm with moving beats. The drums make full use of the double bass to create a galloping rhythm. This music is perfect for action-packed battle scenes and dark fantasy worlds."
metal.00018_15s,"This metal piece features whispering vocals. The guitars echo in the ears with heavy rhythmic riffs, while the bass doubles the power in unison with the guitars. The drums support the whole thing with rough rhythms. It conjures up images of scenes cutting through the darkness of the darkest night or horror pieces with fear and tension in the air."
metal.00022_15s,"This is a metal piece with fresh vocals. The guitars give the music a lively feel with their light cutting, while the bass rhythmically churns out a groove. The drums provide solid and stable support."
metal.00023_15s,"This is an instrumental metal piece. The guitars play the melody with a heavy tone and the bass is in sync with the bassline. The drums make full use of the double bass to create a powerful rhythm. It evokes action scenes and tense, dramatic scenes."
metal.00025_15s,"This metal piece features energetic clean vocals. The guitars develop intense solos and heavy cutting, while the bass guitar is powerfully rhythmic from the riffs at key points. The drums support the whole with solid rhythms."
metal.00026_15s,"This is a metal instrumental piece with technical guitar solos and distortion effects. The heavy, powerful bass creates a sense of speed, and the snare, bass and guitar create a sense of unity in unison at the end. It is full of over-the-top playing techniques and intense energy."
metal.00027_15s,"Powerful vocals burst with speed and intertwine with the chorus in this metal piece. The guitars play rhythmic phrases, while the bass plays melodically and harmonises with the drum phrases. The drums play a strong rhythm and tighten the whole piece."
metal.00029_15s,"This metal piece features energetic vocals and female chorus harmonies. The guitars play light phrases and the bass groovily supports the rhythm. On the drums, hi-hats are nimbly chiselled, giving the whole piece a lively feel. It evokes lively scenes, sporting events, courage and strength."
metal.00031_15s,"Powerful vocals take centre stage in this metal piece. The guitars are heavy and rhythmic, while the bass supports the melody with syncopation. On the drums, strong hi-hat sounds echo through, tightening the rhythm section."
metal.00032_15s,"This metal piece features extended scream vocals. On the guitars, fast-picking choruses run around, creating a sense of power and speed. The bass has a groove and is intertwined with the melody, forming a rhythm section with the drums. On the drums, the bass drum resonates strongly and creates a dynamic rhythm."
metal.00036_15s,"This is an intense metal piece with snarling vocals. The guitars create a lift with fast cutting that stimulates the ear. The bass has powerful, fast ticks that unite with the drums and create a sense of speed. Double bass roars on the drums, accelerating the energy of the song."
metal.00037_15s,"The extended vocals are ear-catching in this metal piece. The guitars burst into high-pitched solos and ear-piercing melodies. The bass guitar grooves rhythmically, while the drums provide tough rhythmic support. The music is powerful and fast-paced."
metal.00038_15s,"This is a metal instrumental piece. The guitars create power with heavy rhythmic cutting, while the bass supports the melody in unison with the guitars. The drums build the rhythm with fill-ins in between. It evokes emotional film scenes or dynamic action scenes."
metal.00039_15s,This is a metal instrumental piece. The weird sound of the synths creates a medieval atmosphere. The guitars play heavy rhythmic chords and the drums create a powerful groove. Ideal for horror films and thrilling scenes.
metal.00040_15s,This metal piece features screechy vocals with vibrato. The guitars sound light cutting and the bass has a strong presence with a driving tone. The drums beat a strong rhythm and create a sense of urgency. It inspires energetic action scenes and a sense of struggle.
metal.00044_15s,"Powerful, extended vocals are an attractive feature of this metal piece. The guitars are characterised by the distorted tone of their cutting, while the bass plays impressive riffs. The drums set strong rhythms and provide a sense of power and groove. It evokes aggressive scenes and powerful situations."
metal.00046_15s,"Powerful, extended vocals are prominent in this metal piece. The guitars dynamically chord and the bass creates a heavy drive. The floor toms on the drums are very powerful and tighten up the whole piece. It creates a sense of tension and excitement, such as in chase scenes, battle scenes or frenetic moments in sporting competitions."
metal.00047_15s,"The vocals are powerful metal pieces. Heavy guitar backing and distortion are effective. The bass, which is heavy and flowing, has a strong presence. Punchy drums support the rhythm and the performance is dynamic."
metal.00049_15s,Powerful vocals take centre stage in this metal piece. The guitars feature heavy cutting and the bass plays a powerful motriff. The drums have a powerful snare sound. The powerful sounding melodies and massive sound are impressive.
metal.00050_15s,This is speed metal with a sense of speed. The vocals are sung with passion and the guitar is impressive with energetic chord work. The bass synchronises with the guitars to form a powerful rhythm section. The drums drive the song with dynamic rhythms.
metal.00051_15s,"The metal sound is full of a sense of speed. The vocals echo the chorus and harmonies, and the guitar's aggressive riffs are impressive. The bass plays with a driving feel, while the floor tom phrasing on the drums recalls energetic sporting competitions and determined challenges."
metal.00054_15s,"The metal sound is full of beat. The vocals are a little languid and the guitars are impressive with light cutting. The bass supports the rhythm with fast root ticks, while the drums are strongly struck, adding power to the overall sound. The sound is characterised by a beat and a powerful sound."
metal.00055_15s,"The band has an aggressive metal sound. The vocalist's energetic voice is further synergised by the long-toned backing chorus. Effective dialogue is developed on the guitars, the bass guitar churns out a rhythmic groove and the drums support the rhythm with rhythmic patterns. The album exudes liveliness and power."
metal.00057_15s,"The provocative vocals are impressive in this metal piece. The guitars play ear-catching phrases with melodic chord work, while the bass adds power with its heavy bass. On the drums, the snare is hit hard and drives the rhythm. The music is reminiscent of battle scenes and scenes depicting fighting spirit."
metal.00062_15s,"Shouts are a feature of this metal piece. The vocals shout with force and the guitars cut out with distorted sounds. The bass supports the whole thing with impressive phrases, while the drums beat heavy rhythms. The shouts and distorted guitar sounds inject energy and roughness into the scene."
metal.00063_15s,"The vocals are characterised by a vibrato-driven metal piece. The guitars are carved strongly and solidly, while the groove of the bass and the rhythm of the drums support the background. Passionate vocals and strong performances combine to create a frenetic live and epic scene."
metal.00064_15s,"This is a heavy metal piece. The vocals resonate with extended vocals and the guitars are played with effective distortion. The bass supports the whole sound with a heavy sound, while the drums are powerfully rhythmic. The heavy sound adds tension and energy to the scene."
metal.00065_15s,"This is a powerful metal piece full of power. The vocals are overwhelming and powerful, and the guitars play impressive riffs with a groove, creating powerful melodies in unison with the bass. The drums drive the rhythm with strong fills."
metal.00069_15s,"This is a transparent metal piece. The vocals are clear and transparent. The guitars play chords at key points to highlight the melodies. The bass supports the whole piece with light phrases, while the drums keep the rhythm with rhythmic patterns. Suitable for scenes of heightened emotion, epic adventures and spectacular landscapes."
metal.00072_15s,"The dynamic vocals are the main attraction of this piece of metal. The guitars are characterised by rhythmic cutting, the bass plays impressive riffs and the drums are powerfully rhythmic. The music combines passionate singing with powerful performances and is suitable for energetic and battle scenes."
metal.00074_15s,"This metal piece features powerful vocals with a croaky voice. Powerful guitar strokes are intertwined with a bass that has a low resonance, and powerful drums punctuate the rhythm with an emphasis on open hi-hats. It evokes tense battle scenes."
metal.00075_15s,This metal piece has cool vocals. Guitars with an ethereal sound create a spacey atmosphere and intertwine with the bass to create a heavy sound. The drums are punctuated with snare fills that accentuate the rhythm. The music matches sophisticated action and sci-fi scenes.
metal.00078_15s,"This metal piece is characterised by low-pitched vocals. Guitars are impressive with solid riffs and pick scratching. The bass drives the routes and exudes power, while the drums are characterised by powerful snare patterns. It fits the portrayal of intense battle scenes and struggles."
metal.00080_15s,"The tempo of the vocals is an attractive feature of this metal piece. The chorus with its vivid melody is impressive. The bass supports the rhythm with monotonous ticks, while the drums are tight on the floor toms. It is reminiscent of energetic scenes such as action scenes or sports matches."
metal.00081_15s,"This is an instrumental piece of metal with powerful unison. The guitars and bass sound in unison, creating a powerful atmosphere. The drums are tightened by a punchy snare that tightens the rhythm. It evokes passionate action scenes, sports matches and other uplifting scenes."
metal.00082_15s,"This is a hot, energetic metal piece. Powerful riffs, ear-catching guitar melodies, groovy vocals, bass and guitar playing in unison, with powerful drums. This music is suitable for battle scenes and scenes depicting intense action."
metal.00084_15s,"This is an energetic metal piece. The melodies are impressive, with the vocals calling out to the listener, the chorus intertwining with the vocals, and the guitars and vocals crossing over each other. The drums play powerful rhythms, mainly bass drum. It evokes epic battle scenes and tense action movies."
metal.00085_15s,This metal piece is characterised by the interaction with the chorus. The guitars are impressive with aggressive melodies and long-toned chords. Powerful cymbals on the drums add to the rhythmic intensity. The music suits epic battle scenes and powerful dramatic moments.
metal.00088_15s,"This metal piece has strong rock elements. Emotional vocals resonate and the guitars are low and rhythmic. The bass creates an atmospheric atmosphere, while the drums beat a tight rhythm. It suits films and dramas that want to express emotional scenes and dark, heavy world views."
metal.00090_15s,"The high-tone, vibrato-driven vocals are an attractive feature of this metal piece. The guitars play a low-pitched cutting sound, while the bass supports the rhythm with short loops. The drums are impressive with powerful blows. It suits tense action scenes and dark scenes."
metal.00091_15s,"Slow-tempo and powerful. The groove and extended vocals create a sense of speed, while the low-pitched backing rhythm guitars create a sense of heaviness. The lead guitar enhances the melody with high notes, while the drums create impact with cymbal rhythms."
metal.00092_15s,"This metal piece features beat-oriented vocals. Chalking is used frequently on the guitar, creating a unique tone. The bass guitar riffs in unison with the guitar, creating a sense of musical unity. The drums give the rhythm a deep groove."
metal.00093_15s,"This is an instrumental piece of metal with fast cutting. The guitars make use of quick riffs, and similarly the bass is also hammering out a fast driving feel. The drums create a strong rhythm with the snare. It suits intense action scenes, powerful sports scenes and other energetic situations."
metal.00094_15s,"This metal piece features powerful vocals. The guitar, bass and drums play in unison with the vocals, creating a sense of unity. The drums build up the rhythm with a series of fast fills, and in the second half each part plays with a sense of speed."
metal.00097_15s,"This is a 16-beat, heavy-beat metal piece. The guitars play short loops with distorted sounds, creating a unique sound. The vocals express power with short shouts, the bass is bass-heavy and powerful, and the drums beat heavy, creating a groove."
metal.00098_15s,"This is a strong instrumental metal piece with accents on the first and third beats. The guitars have a strong backing presence, while the bass riffs alongside the guitars at key points, creating a sense of unity. The drums support the rhythm with a soulful medium tempo and add emotional richness."
metal.00099_15s,"This metal piece features guitars with exciting low-pitched riffs and unison with the bass. The vocals with their vigorous shouts express strength, while the powerful rhythms of the drums support the band's sound."
pop.00001_15s,"This pop piece features female vocals and a female chorus. The electric guitar carries the accompaniment, the bass supports the rhythm and the drums provide a tight rhythm. The strong yet catchy vocals and pleasant harmonies captivate the audience and bring the song to life. This music is perfect for party scenes and scenes where people enjoy feeling free."
pop.00002_15s,"This pop piece features catchy female vocals. Synth synths are intertwined as an accompaniment. The rhythmic bass echoes and the beat-oriented drums add a sense of dynamism. Catchy, ear-catching vocals and harmonies draw the audience in and bring the song to life. This music is perfect for party and cheerful scenes."
pop.00004_15s,"This pop piece features powerful female vocals and chorus. Vibrant electric guitars create a lively atmosphere, while deep bass adds depth. Beatific drums tighten the rhythm. Catchy vocals and chorus bring the song to life. The music is perfect for active scenes and scenes depicting self-expression and growth."
pop.00005_15s,"This pop piece features emotional female vocals. Sensitive acoustic guitar accompanies the emotion, while vivid electric guitar adds dynamism. Soulful bass adds depth and solid drums support the rhythm. Emotional vocals and melodies make the music perfect for emotional scenes and scenes where emotional expression is required."
pop.00008_15s,"This pop piece features vibrant female vocals. Vibrant synths resonate and vivid electric guitars create a sense of vibrancy. Soulful bass complements the melody, while the beat-oriented drums drive the rhythm. This music is perfect for active and cheerful scenes."
pop.00014_15s,This pop piece is sung by a deep male vocalist. Melodious electric guitars resonate and a steady bass supports the rhythm. Groovy drums give the song a lively feel and a pleasant groove. The male vocalist's emotive voice and the instruments are in harmony. This music is perfect for scenes depicting the vibrancy of youth and human drama.
pop.00015_15s,"Powerful female vocals take centre stage in this pops piece. The synthesiser provides the accompaniment, while the electric guitar adds a gorgeous accent. Solid bass and beat-oriented drums support the rhythm and create a groove. It will be a hit at energetic party scenes, on the dance floor or at sporting events."
pop.00016_15s,"The expressive female vocals make this an attractive pop piece. A synthesiser plays the role of accompaniment and adds a unique tone to the music. A groovy bass provides the rhythmic axis and powerful drums create the beat. It is perfect for lively party scenes, club dance events, advertising and pop scenes in films."
pop.00017_15s,"Emotional female vocals captivate in this pop piece. The unique sound of the synthesiser is ear-catching. The deep bass adds depth to the melody and the drums support the rhythm. Ideal for emotional scenes in dramas and films, cafés and lounges in the evening, and advertisements that convey a heartfelt message."
pop.00021_15s,"This pops piece features dynamic synth sounds. A punchy bass tightens the melody, while powerful drums add rhythmic intensity. The combination of modern sound and energetic performance makes this piece ideal for club dance floors, exciting sports scenes, promotional videos and other situations where liveliness and passion are required."
pop.00022_15s,"This pop piece features powerful female vocals. The deep synth sounds are impressive. The bass enhances the melody and the powerful drums add rhythmic intensity. Modern sound and energetic performance combine. It is perfect for exciting situations such as live concerts, music festivals and sporting events."
pop.00023_15s,This pops piece features female vocals and a female chorus with a strong tempo. The synths provide a gorgeous accompaniment and the fast tempo creates a lively atmosphere. Deep bass provides heavy bass and powerful drums drive the rhythm. The energetic performance and the sound of the vocals come together to captivate the listener.
pop.00024_15s,The tempo-sensitive female vocals and female chorus create a vibrant pop song. The synths provide a gorgeous accompaniment and a presence as a chorus. The rhythmic bass adds a groovy sound and the drums are lively. It is perfect for occasions that call for fun and excitement.
pop.00026_15s,"This is a medium-tempo pop piece. Melodious female vocals and female chorus are heard. Synth sounds colour the rich accompaniment and harmonise as a chorus. Strings are used to great effect. A steady bass supports the musical foundation, while beat-driven drums drive the rhythm. It is perfect for emotional scenes in films and dramas, or stories about love and growth."
pop.00029_15s,"This is a medium-tempo pop piece. Melodious female vocals and female chorus are heard. Synth sounds are present as the main accompaniment, with electric guitars adding colour with choruses. A deep bass underpins the musical foundation, while the beat-oriented drums drive the rhythm."
pop.00031_15s,"A catchy female vocal sings in this medium-tempo pop piece. The synth accompaniment spreads out pleasantly and is tightened by the tight bass. The beat-oriented drums support the rhythm and create an energetic atmosphere. The sophisticated sound and melody of this song will catch your ears. As background music in cafés and restaurants, it creates a relaxing atmosphere."
pop.00032_15s,"Passionate pops piece with clear sound and female vocals. The synth accompaniment spreads out pleasantly and the tight bass grooves along. The beat-oriented drums drive the rhythm, creating a strong and lively feeling. Can be used as background music in cafés and lounges to create a relaxed atmosphere."
pop.00034_15s,A pop piece with expressive female vocals and chorus played in clear sound. The guitar arpeggio accompaniment spreads out pleasantly and the simple bass supports the rhythm. Balanced drums provide a consistent rhythm and a sense of stability to the music. It will be enjoyed in cafés and other peaceful settings.
pop.00035_15s,"Energetic female vocals and a rich chorus. The synth accompaniment is exquisite, complemented by groovy bass and beat-oriented drums. Fits the party scene."
pop.00036_15s,"Attractive female vocals resonate with a pleasant electric guitar accompaniment. The rhythmic bass creates a groove, while the beat-oriented drums support the rhythmic backbone and create a sense of power. This music is perfect for chic scenes in cool cafés or against the backdrop of an urban nightscape."
pop.00037_15s,This is a soulful song with strong female vocals. Male raps are woven in as effective interludes and the DJ's scratching adds a flourish. The synth accompaniment is intertwined with groovy bass and strong drums drive the rhythm. The music is ideal for powerful scenes of car chases through the city at night.
pop.00039_15s,Elegant and sophisticated female vocals and a female chorus harmonise with the exquisite sound of the synthesiser to create a pleasant atmosphere. The strong bass adds depth and the steady drums support the rhythm. The sound is perfect for night-time urban scenes.
pop.00041_15s,"This ballad features elegant tones woven by transparent synthesisers and echoing melodious male vocals. The deep bass provides a pleasant accent, while the drums play a delicate rhythm. Suitable for scenes of a quiet nighttime walk in the city or for expressing the emotions of a protagonist lost in thought."
pop.00042_15s,"Attractive female vocals echo through, while the electric guitar provides a pleasant melody. The bass rhythm creates a groove and the powerful drums tie the whole thing together. This music is perfect for glamorous and sophisticated scenes, such as a fashion show runway or a sophisticated party."
pop.00043_15s,It features energetic male vocals and a fast-moving synth sound. The bass tightens the rhythm and the dynamic drums create a sense of unity. It is reminiscent of a scene where the final push is unfolding.
